ProjectReference,FundingOrgName,ProjectCategory,ParentOrgName,SectorParentOrg,CountryParentOrg,YearCollaborationStarted,AwardExpenditurePoundsMainProject
G0600237,MRC,Research Grant,Max Planck Society,Academic/University,Germany,2008,825352
G0600237,MRC,Research Grant,Medical Research Council (MRC),Public,United Kingdom,2008,825352
G0600237,MRC,Research Grant,Medical University of Graz,Academic/University,Austria,2008,825352
G0600237,MRC,Research Grant,Medical University of Vienna,Academic/University,Austria,2009,825352
G0600237,MRC,Research Grant,Molecular Medicine Ireland,Academic/University,Ireland,2008,825352
G0600237,MRC,Research Grant,National Center for Scientific Research (Centre National de la Recherche Scientifique CNRS),Public,France,2009,825352
G0600237,MRC,Research Grant,"National Institute for Cancer Research, Genoa (IST) (Istituto Nazionale per la Ricerca sul Cancro di Genova)",Academic/University,Italy,2008,825352
G0600237,MRC,Research Grant,National Institute of Health,Public,Italy,2008,825352
G0600237,MRC,Research Grant,National Institute of Health and Medical Research (INSERM),Public,France,2009,825352
G0600237,MRC,Research Grant,National Research Council,Public,Italy,2008,825352
G0600237,MRC,Research Grant,Netherlands Federation of University Medical Centres (NFU),Public,Netherlands,2008,825352
G0600237,MRC,Research Grant,Netherlands Organisation for Health Research and Development,Public,Netherlands,2008,825352
G0600237,MRC,Research Grant,Norwegian Institute of Public Health,Public,Norway,2008,825352
G0600237,MRC,Research Grant,Norwegian University of Science and Technology (NTNU),Academic/University,Norway,2008,825352
G0600237,MRC,Research Grant,Novartis,Private,Global,2009,825352
G0600237,MRC,Research Grant,Novo Nordisk,Private,Denmark,2009,825352
G0600237,MRC,Research Grant,Orion Corporation,Private,United Kingdom,2009,825352
G0600237,MRC,Research Grant,Pfizer Ltd,Private,United Kingdom,2009,825352
G0600237,MRC,Research Grant,Sanofi,Private,Global,2009,825352
G0600237,MRC,Research Grant,Semmelweiss University,Academic/University,Hungary,2008,825352
G0600237,MRC,Research Grant,Spanish Ministry of Science and Innovation,Academic/University,Spain,2008,825352
G0600237,MRC,Research Grant,Telethon Foundation,Charity/Non Profit,Italy,2008,825352
G0600237,MRC,Research Grant,The Icelandic Centre for Research,Academic/University,Iceland,2008,825352
G0600237,MRC,Research Grant,UCB Pharma,Private,United Kingdom,2009,825352
G0600237,MRC,Research Grant,UK Biobank,Charity/Non Profit,United Kingdom,2008,825352
G0600237,MRC,Research Grant,University Medical Center Gronigen,Hospitals,Netherlands,2008,825352
G0600237,MRC,Research Grant,University of Klagenfurt,Academic/University,Austria,2008,825352
G0600237,MRC,Research Grant,University of Malta,Academic/University,Malta,2008,825352
G0600237,MRC,Research Grant,University of Manchester,Academic/University,United Kingdom,2008,825352
G0600237,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2009,825352
G0600237,MRC,Research Grant,University of Salamanca,Academic/University,Spain,2008,825352
G0600237,MRC,Research Grant,University of Tartu,Academic/University,Estonia,2008,825352
G0600237,MRC,Research Grant,University of Vienna,Academic/University,Austria,2008,825352
G0600237,MRC,Research Grant,Uppsala University,Academic/University,Sweden,2008,825352
G0600237,MRC,Research Grant,Vitro (Biobanking services),Private,Spain,2008,825352
G0600296,MRC,Research Grant,Campaign Against Living Miserably,Academic/University,United Kingdom,2012,280189
G0600296,MRC,Research Grant,Grassroots Suicide Prevention,Charity/Non Profit,United Kingdom,2013,280189
G0600296,MRC,Research Grant,James Wentworth-Stanley Memorial Fund,Charity/Non Profit,United Kingdom,2012,280189
G0600296,MRC,Research Grant,Matthew Elvidge Trust (TMET),Charity/Non Profit,United Kingdom,2012,280189
G0600296,MRC,Research Grant,Norwegian Institute of Public Health,Public,Norway,2008,280189
G0600296,MRC,Research Grant,Norwegian University of Science and Technology (NTNU),Academic/University,Norway,2008,280189
G0600296,MRC,Research Grant,SANE (Mental Health Charity),Charity/Non Profit,United Kingdom,2009,280189
G0600296,MRC,Research Grant,St Vincent's Healthcare Group Limited,Academic/University,Ireland,2009,280189
G0600296,MRC,Research Grant,St Vincent's Hospital,Hospitals,Australia,2009,280189
G0600296,MRC,Research Grant,Tavistock and Portman NHS Foundation Trust,Public,United Kingdom,2011,280189
G0600296,MRC,Research Grant,The Alliance of Suicide Prevention Charities,Charity/Non Profit,Global,2012,280189
G0600296,MRC,Research Grant,University College Dublin,Academic/University,Ireland,2009,280189
G0600296,MRC,Research Grant,University of Bristol,Academic/University,United Kingdom,2009,280189
G0600296,MRC,Research Grant,University of East London,Academic/University,United Kingdom,2011,280189
G0600296,MRC,Research Grant,University of Exeter,Academic/University,United Kingdom,2009,280189
G0600296,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2009,280189
G0600717,MRC,Research Grant,AstraZeneca,Private,United Kingdom,2007,2526403
G0600717,MRC,Research Grant,Barcelona Biomedical Research Park,Public,Spain,2009,2526403
G0600717,MRC,Research Grant,Barcelona Supercomputing Center,Public,Spain,2009,2526403
G0600717,MRC,Research Grant,Chiba University,Academic/University,Japan,2018,2526403
G0600717,MRC,Research Grant,Cochin Institute,Academic/University,France,2009,2526403
G0600717,MRC,Research Grant,EMBL European Bioinformatics Institute (EMBL - EBI),Academic/University,United Kingdom,2016,2526403
G0600717,MRC,Research Grant,Euroquality,Private,France,2009,2526403
G0600717,MRC,Research Grant,German Cancer Research Center,Academic/University,Germany,2009,2526403
G0600717,MRC,Research Grant,Imperial College London,Academic/University,United Kingdom,2009,2526403
G0600717,MRC,Research Grant,King's College London,Academic/University,United Kingdom,2007,2526403
G0600717,MRC,Research Grant,Leibniz Association,Academic/University,Germany,2009,2526403
G0600717,MRC,Research Grant,Leiden University Medical Center,Academic/University,Netherlands,2009,2526403
G0600717,MRC,Research Grant,Medical Research Council (MRC),Public,United Kingdom,2018,2526403
G0600717,MRC,Research Grant,Model Animal Research Center (MARC) Nanjing,Academic/University,China,2018,2526403
G0600717,MRC,Research Grant,Moscow State University,Academic/University,Russian Federation,2009,2526403
G0600717,MRC,Research Grant,National Center for Cardiovascular Research (CNIC),Academic/University,Spain,2007,2526403
G0600717,MRC,Research Grant,National Center for Geriatrics and Gerontology (NCGG),Academic/University,Japan,2007,2526403
G0600717,MRC,Research Grant,National Center for Scientific Research (Centre National de la Recherche Scientifique CNRS),Public,France,2009,2526403
G0600717,MRC,Research Grant,Nestlé Research Center,Private,Switzerland,2009,2526403
G0600717,MRC,Research Grant,Newcastle University,Academic/University,United Kingdom,2008,2526403
G0600717,MRC,Research Grant,Noray Bioinformatics SLU,Private,Spain,2009,2526403
G0600717,MRC,Research Grant,Pfizer Ltd,Private,United Kingdom,2008,2526403
G0600717,MRC,Research Grant,Rey Juan Carlos University Hospital,Hospitals,Spain,2019,2526403
G0600717,MRC,Research Grant,Unilever,Private,United Kingdom,2009,2526403
G0600717,MRC,Research Grant,University of Adelaide,Academic/University,Australia,2007,2526403
G0600717,MRC,Research Grant,University of Barcelona,Academic/University,Spain,2018,2526403
G0600717,MRC,Research Grant,University of Bari,Academic/University,Italy,2008,2526403
G0600717,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2018,2526403
G0600717,MRC,Research Grant,University of Cologne,Academic/University,Germany,2009,2526403
G0600717,MRC,Research Grant,University of Cordoba,Academic/University,Spain,2008,2526403
G0600717,MRC,Research Grant,University of Gothenburg,Academic/University,Sweden,2009,2526403
G0600717,MRC,Research Grant,University of Leeds,Academic/University,United Kingdom,2007,2526403
G0600717,MRC,Research Grant,University of Liverpool,Academic/University,United Kingdom,2009,2526403
G0600717,MRC,Research Grant,University of Naples,Academic/University,Italy,2009,2526403
G0600717,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2007,2526403
G0600717,MRC,Research Grant,University of Potsdam,Academic/University,Germany,2009,2526403
G0600717,MRC,Research Grant,University of Santiago de Compostela,Academic/University,Spain,2008,2526403
G0600718,MRC,Research Grant,Addis Ababa University,Academic/University,Ethiopia,2017,3115095
G0600718,MRC,Research Grant,Congo National Institute of Biomedical Research,Academic/University,"Congo, the Democratic Republic of the",2013,3115095
G0600718,MRC,Research Grant,Cote D'Ivoire's National Institute of Public Health,Public,Cote d'Ivoire,2013,3115095
G0600718,MRC,Research Grant,Kenyan Institute for Medical Research (KEMRI),Public,Kenya,2017,3115095
G0600718,MRC,Research Grant,Medical Research Council (MRC),Public,United Kingdom,2017,3115095
G0600718,MRC,Research Grant,Menzies School of Health Research,Academic/University,Australia,2008,3115095
G0600718,MRC,Research Grant,Navrongo Health Research Centre (NHRC),Academic/University,Ghana,2013,3115095
G0600718,MRC,Research Grant,Noguchi Memorial Institute for Medical Research (NMRR),Academic/University,Ghana,2013,3115095
G0600718,MRC,Research Grant,Oxford University Hospitals NHS Foundation Trust,Academic/University,United Kingdom,2009,3115095
G0600718,MRC,Research Grant,Pasteur Institute of Madagascar,Academic/University,Madagascar,2017,3115095
G0600718,MRC,Research Grant,Public Health England,Public,United Kingdom,2009,3115095
G0600718,MRC,Research Grant,The Wellcome Trust Sanger Institute,Charity/Non Profit,United Kingdom,2017,3115095
G0600718,MRC,Research Grant,University of Accra,Academic/University,Ghana,2017,3115095
G0600718,MRC,Research Grant,University of Bamako,Academic/University,Mali,2013,3115095
G0600718,MRC,Research Grant,University of Buea,Academic/University,Cameroon,2013,3115095
G0600718,MRC,Research Grant,University of Cape Town,Academic/University,South Africa,2008,3115095
G0600718,MRC,Research Grant,"University of Health Sciences, Gabon",Academic/University,Gabon,2013,3115095
G0600718,MRC,Research Grant,University of Washington,Academic/University,United States,2008,3115095
G0600718,MRC,Research Grant,World Health Organization (WHO),Public,Global,2008,3115095
G0600765,MRC,Research Grant,Basilea Pharmaceutica,Private,Switzerland,2007,1852991
G0600765,MRC,Research Grant,Cancer Research UK,Academic/University,United Kingdom,2007,1852991
G0600765,MRC,Research Grant,deCODE genetics,Academic/University,Iceland,2008,1852991
G0600765,MRC,Research Grant,F. Hoffmann-La Roche AG,Private,Global,2007,1852991
G0600765,MRC,Research Grant,Johns Hopkins University,Academic/University,United States,2007,1852991
G0600765,MRC,Research Grant,Koninklijke Philips Electronics N.V.,Private,Global,2007,1852991
G0600765,MRC,Research Grant,Merck,Private,United States,2008,1852991
G0600765,MRC,Research Grant,Pfizer Ltd,Private,United Kingdom,2008,1852991
G0600765,MRC,Research Grant,Purdue University,Academic/University,United States,2007,1852991
G0600765,MRC,Research Grant,Queen's University,Academic/University,Canada,2007,1852991
G0600765,MRC,Research Grant,Scottish Enterprise,Public,United Kingdom,2006,1852991
G0600765,MRC,Research Grant,University College Cork,Academic/University,Ireland,2007,1852991
G0600765,MRC,Research Grant,University of Alabama at Birmingham,Academic/University,United States,2007,1852991
G0600765,MRC,Research Grant,University of Glasgow,Academic/University,United Kingdom,2007,1852991
G0600765,MRC,Research Grant,University of Oslo,Academic/University,Norway,2007,1852991
G0600765,MRC,Research Grant,University of Pennsylvania,Academic/University,United States,2008,1852991
G0600765,MRC,Research Grant,University of Texas at San Antonio,Academic/University,United States,2009,1852991
G0600765,MRC,Research Grant,University of Washington,Academic/University,United States,2006,1852991
G0600765,MRC,Research Grant,Yeshiva University,Academic/University,United States,2007,1852991
G0600986,MRC,Research Grant,Advion BioSciences,Private,United States,2008,1342532
G0600986,MRC,Research Grant,Antwerp University Hospital,Hospitals,Belgium,2011,1342532
G0600986,MRC,Research Grant,University of Medicine Berlin,Academic/University,Germany,2009,1342532
G0600986,MRC,Research Grant,Medical Research Council (MRC),Public,United Kingdom,2008,1342532
G0600986,MRC,Research Grant,National Institutes of Health (NIH),Public,United States,2011,1342532
G0600986,MRC,Research Grant,Newcastle University,Academic/University,United Kingdom,2009,1342532
G0600986,MRC,Research Grant,Queen's Medical Centre,Hospitals,United Kingdom,2011,1342532
G0600986,MRC,Research Grant,"Shenzhen Delica Medical Equipment Co., Ltd.",Private,China,2016,1342532
G0600986,MRC,Research Grant,Siemens Healthcare,Private,Germany,2009,1342532
G0600986,MRC,Research Grant,Society of British Neurological Surgeons,Academic/University,United Kingdom,2015,1342532
G0600986,MRC,Research Grant,University of Bath,Academic/University,United Kingdom,2008,1342532
G0600986,MRC,Research Grant,University of Calgary,Academic/University,Canada,2006,1342532
G0600986,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2009,1342532
G0600986,MRC,Research Grant,University of Groningen,Academic/University,Netherlands,2011,1342532
G0600986,MRC,Research Grant,University of Lisbon,Academic/University,Portugal,2011,1342532
G0600986,MRC,Research Grant,University of Otago,Academic/University,New Zealand,2009,1342532
G0600986,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2007,1342532
G0601025,MRC,Research Grant,European Association of Neurosurgical Societies,Learned Society,Belgium,2016,1000321
G0601025,MRC,Research Grant,National Institute for Health Research,Public,United Kingdom,2017,1000321
G0601025,MRC,Research Grant,University of Calgary,Academic/University,Canada,2006,1000321
G0601025,MRC,Research Grant,World Federation of Neurosurgical Societies,Learned Society,Switzerland,2019,1000321
G0601025,MRC,Research Grant,World Society of Emergency Surgery,Learned Society,NA,2019,1000321
G0601027,MRC,Research Grant,Cipla,Private,India,2012,1751451
G0601027,MRC,Research Grant,Critical Care Research Group,Charity/Non Profit,Australia,2012,1751451
G0601027,MRC,Research Grant,Hospital Pediátrico David Bernardino,Hospitals,Angola,2010,1751451
